,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_date
232,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,0.78,1,0,2016.0,1.0,5.0
233,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,0.99,1,329,2019.0,6.0,23.0
234,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,0.1,1,91,2019.0,5.0,11.0
235,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,1.83,2,365,2018.0,9.0,29.0
236,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,1.82,5,253,2019.0,6.0,11.0
237,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,0.11,1,365,2018.0,10.0,7.0
238,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,1.22,1,320,2019.0,6.0,20.0
239,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,0.04,1,0,2017.0,8.0,25.0
240,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,1.3,3,192,2019.0,6.0,20.0
241,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,0.2,1,0,2015.0,12.0,12.0
242,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,0.34,1,348,2017.0,7.0,27.0
243,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,2.21,2,0,2019.0,6.0,1.0
244,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,1.8,2,353,2019.0,6.0,23.0
245,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,0.9,1,140,2019.0,4.0,30.0
246,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,2.3,1,2,2019.0,6.0,14.0
247,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,0.58,1,56,2019.0,5.0,26.0
248,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,2.13,1,68,2019.0,6.0,22.0
249,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,1.85,6,360,2019.0,6.0,25.0
250,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,1.44,6,0,2019.0,6.0,10.0
251,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,1.71,6,320,2019.0,7.0,2.0
252,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,1.78,2,326,2019.0,5.0,24.0
253,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,0.7,2,76,2019.0,6.0,21.0
254,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,1.22,3,279,2019.0,6.0,16.0
255,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,1.77,2,15,2019.0,6.0,23.0
256,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,3.19,6,340,2019.0,7.0,2.0
257,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,4.5,1,226,2019.0,6.0,24.0
258,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,0.46,2,365,2019.0,5.0,16.0
259,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,0.09,2,0,2016.0,8.0,29.0
260,Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,0.0,7,349,0.0,0.0,0.0
261,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,0.5,13,365,2019.0,6.0,27.0
262,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,2.39,2,11,2019.0,6.0,25.0
263,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,1.38,2,316,2019.0,6.0,19.0
264,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,0.41,4,281,2018.0,8.0,19.0
265,Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,0.0,2,323,0.0,0.0,0.0
266,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,0.14,4,362,2019.0,1.0,7.0
267,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,0.0,1,0,0.0,0.0,0.0
268,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,2.69,1,301,2019.0,6.0,24.0
269,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,0.22,4,189,2019.0,1.0,2.0
270,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,3.55,1,0,2019.0,5.0,26.0
271,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,2.27,2,287,2019.0,6.0,27.0
272,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,0.16,1,14,2019.0,1.0,2.0
273,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,1.96,2,86,2019.0,6.0,23.0
274,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,2.1,1,261,2019.0,7.0,6.0
275,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,0.67,1,68,2019.0,1.0,5.0
276,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,0.0,1,0,0.0,0.0,0.0
277,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,0.15,1,231,2019.0,1.0,3.0
278,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,0.48,1,152,2019.0,6.0,29.0
279,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,1.27,1,46,2019.0,7.0,7.0
280,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,0.26,1,364,2019.0,1.0,2.0
281,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,0.11,1,246,2013.0,5.0,2.0
282,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,0.57,1,288,2019.0,7.0,1.0
283,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,0.15,5,331,2019.0,6.0,30.0
284,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,1.31,1,51,2019.0,6.0,25.0
285,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,1.11,3,364,2019.0,6.0,23.0
286,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,0.11,1,254,2019.0,2.0,16.0
287,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,1.87,1,189,2019.0,6.0,23.0
288,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,2.08,2,263,2019.0,6.0,23.0
289,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,0.79,2,258,2019.0,7.0,1.0
290,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,0.26,1,103,2019.0,6.0,15.0
291,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,0.56,1,42,2019.0,5.0,6.0
292,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,0.93,1,246,2019.0,6.0,22.0
293,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,1.05,2,364,2019.0,6.0,25.0
294,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,0.68,1,318,2018.0,7.0,6.0
295,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,1.25,2,72,2019.0,6.0,24.0
296,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,0.32,1,249,2019.0,6.0,13.0
297,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,1.34,3,272,2019.0,6.0,27.0
298,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,0.1,1,325,2016.0,11.0,13.0
299,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1.88,1,298,2019.0,6.0,20.0
300,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,0.55,1,35,2019.0,6.0,11.0
301,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,0.49,1,203,2019.0,6.0,29.0
302,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1.27,1,132,2019.0,6.0,30.0
303,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,0.63,1,5,2019.0,1.0,10.0
304,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,0.48,4,297,2019.0,6.0,16.0
305,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,0.43,2,276,2019.0,5.0,24.0
306,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,0.42,1,102,2019.0,6.0,17.0
307,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,0.44,1,251,2019.0,6.0,25.0
308,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,0.5,1,188,2014.0,5.0,13.0
309,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,0.35,2,346,2019.0,1.0,2.0
310,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,0.39,1,0,2019.0,2.0,15.0
311,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,0.36,1,15,2019.0,6.0,16.0
312,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,0.6,1,71,2019.0,6.0,23.0
313,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,0.67,2,215,2019.0,6.0,7.0
314,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,0.27,3,253,2015.0,11.0,25.0
315,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78,2012.0,8.0,22.0
316,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2.01,1,257,2019.0,5.0,31.0
317,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,0.01,1,0,2011.0,3.0,28.0
318,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2.17,2,8,2019.0,6.0,22.0
319,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2.81,1,191,2019.0,6.0,27.0
320,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182,2019.0,6.0,28.0
321,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,0.36,28,79,2019.0,7.0,1.0
322,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49,2019.0,6.0,14.0
323,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,0.1,1,0,2016.0,2.0,5.0
324,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,0.3,1,156,2019.0,4.0,20.0
325,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,0.76,6,343,2019.0,3.0,31.0
326,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1.81,1,200,2019.0,7.0,4.0
327,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,0.09,28,60,2016.0,3.0,27.0
328,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,0.07,28,60,2019.0,5.0,24.0
329,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189,2018.0,9.0,25.0
330,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,0.02,28,60,2011.0,5.0,12.0
331,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,0.68,2,0,2016.0,9.0,16.0
332,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,2,106,2019.0,6.0,30.0
333,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2.4,1,276,2019.0,6.0,6.0
334,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248,2019.0,7.0,2.0
335,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2.27,1,194,2019.0,6.0,10.0
336,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,0.05,1,135,2018.0,9.0,3.0
337,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,0.11,1,30,2018.0,8.0,26.0
338,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0,2019.0,1.0,2.0
339,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,0.14,28,81,2019.0,6.0,27.0
340,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,0.05,1,0,2018.0,7.0,22.0
341,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,3.88,1,142,2019.0,6.0,26.0
342,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2.22,2,60,2019.0,6.0,23.0
343,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,0.11,5,179,2019.0,1.0,14.0
344,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,1.51,2,52,2019.0,6.0,24.0
345,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,0.0,3,365,0.0,0.0,0.0
346,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,2.26,4,324,2019.0,6.0,28.0
347,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,0.76,2,237,2019.0,6.0,23.0
348,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,1.21,2,365,2019.0,7.0,6.0
349,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,0.0,1,365,0.0,0.0,0.0
350,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,3.74,1,204,2019.0,7.0,5.0
351,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1.04,1,272,2019.0,6.0,21.0
352,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,0.13,1,0,2016.0,7.0,18.0
353,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,0.07,1,9,2018.0,12.0,26.0
354,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,0.11,3,365,2019.0,6.0,7.0
355,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,0.01,3,181,2012.0,1.0,3.0
356,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189,2018.0,6.0,11.0
357,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,1.31,2,0,2019.0,5.0,26.0
358,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,0.15,1,189,2019.0,5.0,1.0
359,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,1.37,1,296,2019.0,6.0,17.0
360,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,0.45,1,88,2019.0,7.0,8.0
361,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,0.99,1,35,2019.0,6.0,28.0
362,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,0.31,1,0,2019.0,3.0,1.0
363,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,0.46,1,35,2018.0,1.0,1.0
364,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,1.76,1,359,2019.0,6.0,26.0
365,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,0.09,28,60,2018.0,5.0,19.0
366,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,1.68,2,365,2019.0,5.0,27.0
367,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,0.13,1,335,2015.0,9.0,21.0
368,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,0.16,5,282,2019.0,1.0,5.0
369,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,3.83,2,247,2019.0,6.0,26.0
370,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,0.87,1,102,2019.0,6.0,16.0
371,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2.53,3,274,2019.0,6.0,20.0
372,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,0.56,1,201,2019.0,6.0,19.0
373,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,0.57,1,98,2019.0,7.0,3.0
374,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,0.03,1,157,2013.0,1.0,1.0
375,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,0.02,1,0,2016.0,1.0,2.0
376,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,0.57,1,312,2018.0,12.0,28.0
377,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,1.66,2,331,2019.0,5.0,24.0
378,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275,2019.0,6.0,21.0
379,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,1.17,1,174,2019.0,5.0,11.0
380,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,0.28,2,223,2019.0,5.0,19.0
381,Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,0.6,3,361,2019.0,6.0,8.0
382,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,0.4,1,0,2018.0,9.0,24.0
383,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,0.35,1,283,2019.0,6.0,1.0
384,Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,3.23,1,220,2019.0,6.0,23.0
385,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,0.32,1,363,2019.0,6.0,16.0
386,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,2.27,4,315,2019.0,6.0,24.0
387,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,0.96,1,281,2018.0,5.0,26.0
388,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,0.75,1,283,2019.0,6.0,28.0
389,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,0.36,1,20,2019.0,1.0,3.0
390,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,0.0,1,0,0.0,0.0,0.0
391,Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,0.51,1,331,2019.0,7.0,2.0
392,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,0.31,1,36,2019.0,6.0,23.0
393,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,0.23,2,7,2016.0,5.0,2.0
394,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,1.44,2,301,2019.0,6.0,16.0
395,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,0.73,1,170,2019.0,7.0,1.0
396,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,0.54,2,307,2019.0,6.0,3.0
397,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,0.94,2,365,2019.0,5.0,19.0
398,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,4.1,3,201,2019.0,7.0,7.0
399,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,0.03,1,0,2014.0,11.0,6.0
400,Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,0.03,1,316,2014.0,8.0,4.0
401,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,1.18,5,271,2019.0,6.0,13.0
402,Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,1.79,1,139,2019.0,7.0,7.0
403,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,1.21,3,209,2019.0,7.0,1.0
404,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,0.25,1,0,2017.0,12.0,26.0
405,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,0.15,1,0,2016.0,6.0,6.0
406,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,1.07,1,193,2019.0,6.0,6.0
407,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,0.38,1,52,2019.0,5.0,30.0
408,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,2.69,2,136,2019.0,6.0,24.0
409,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,0.91,2,286,2019.0,6.0,20.0
410,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,0.1,1,0,2017.0,1.0,1.0
411,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,0.21,1,18,2019.0,5.0,27.0
412,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,0.21,1,9,2018.0,7.0,8.0
413,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,0.73,1,3,2019.0,1.0,31.0
414,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277,2019.0,7.0,5.0
415,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,1.18,1,0,2017.0,5.0,25.0
416,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,0.71,1,233,2019.0,5.0,26.0
417,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2.41,1,221,2019.0,6.0,22.0
418,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,0.41,1,355,2018.0,1.0,13.0
419,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,0.21,1,0,2013.0,10.0,1.0
420,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,0.69,1,277,2019.0,6.0,10.0
421,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,0.23,1,0,2014.0,11.0,10.0
422,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,0.17,1,343,2019.0,5.0,18.0
423,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,0.58,1,0,2016.0,1.0,5.0
424,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0,2014.0,6.0,6.0
425,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0,0.0,0.0,0.0
426,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,0.08,1,0,2018.0,7.0,6.0
427,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,0.72,1,188,2019.0,4.0,27.0
428,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,0.76,2,264,2019.0,6.0,16.0
429,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,0.19,1,0,2013.0,5.0,31.0
430,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,0.86,1,331,2019.0,5.0,11.0
431,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2.18,1,236,2019.0,6.0,29.0
432,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,0.0,1,0,0.0,0.0,0.0
433,Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2.49,1,309,2019.0,6.0,23.0
434,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,0.2,1,0,2019.0,7.0,6.0
435,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,4.34,1,245,2019.0,7.0,3.0
436,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,0.09,4,0,2018.0,12.0,11.0
437,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,0.0,1,8,0.0,0.0,0.0
438,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,0.3,1,359,2019.0,2.0,12.0
439,Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,1.22,5,333,2019.0,5.0,28.0
440,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2.14,3,258,2019.0,7.0,6.0
441,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,0.55,3,236,2018.0,11.0,16.0
442,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,1.09,1,22,2019.0,6.0,16.0
443,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,1.8,1,236,2019.0,6.0,28.0
444,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,0.42,3,365,2018.0,5.0,8.0
445,Brooklyn,Williamsburg,40.71624,-73.96272,Entire home/apt,255,45,39,0.5,1,89,2019.0,5.0,2.0
446,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,0.91,1,164,2019.0,6.0,16.0
447,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,0.28,4,311,2017.0,10.0,8.0
448,Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,1.28,1,23,2019.0,6.0,29.0
449,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,0.44,2,365,2019.0,5.0,20.0
450,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,0.05,1,0,2015.0,3.0,13.0
451,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,4.0,1,222,2019.0,6.0,29.0
452,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,0.68,3,238,2019.0,7.0,1.0
453,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,0.41,3,218,2019.0,6.0,24.0
454,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,1.79,1,0,2019.0,7.0,3.0
455,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,0.12,1,0,2019.0,1.0,1.0
456,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,1.08,1,235,2019.0,6.0,24.0
457,Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,0.43,3,246,2019.0,6.0,1.0
458,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,0.03,1,0,2014.0,8.0,31.0
459,Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2.33,1,247,2019.0,6.0,26.0
460,Brooklyn,Williamsburg,40.71323,-73.95745,Entire home/apt,450,5,37,0.79,1,15,2018.0,12.0,27.0
461,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,0.35,1,119,2019.0,6.0,28.0
462,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2.31,3,0,2017.0,12.0,31.0
463,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,0.44,2,234,2019.0,6.0,3.0
464,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2.92,3,257,2019.0,7.0,5.0
